date,total_revenue
2021-12-20,11202.6596527
2021-12-21,6326.581766
2021-12-22,4709.4340955
2021-12-23,4082.5554147000003
2021-12-24,3614.4259579
2021-12-25,6686.8542457
2021-12-26,6509.4290473
2021-12-27,6137.4278874
2021-12-28,6858.2581215
2021-12-29,5616.5402961
2021-12-30,5558.2697524
2021-12-31,4137.1356494
2022-01-01,6954.2945533
2022-01-02,11153.6422219
2022-01-03,9742.3794352
2022-01-04,11201.0131497
2022-01-05,8451.318193
2022-01-06,9563.4968766
2022-01-07,8206.6468782
2022-01-08,8068.300367
2022-01-09,10345.4158654
2022-01-10,10959.7426076
2022-01-11,10468.8387354
2022-01-12,9520.9112109
2022-01-13,9926.9759445
2022-01-14,1779.0414667
